cluster_id,score,summarymà
39,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Gần nhất trận derby hay còn gọi là trận đấu giữa hai đội bóng cùng thành_phố giữa chủ nhà ThangLong_Warriors và Hanoi_Buffaloes vào tối 12-7 tại_Nhà thi_đấu quận Tây_Hồ đã thực_sự cho thấy sức hút của VBA vốn được xem là đi trước nhiều giải vô_địch quốc_gia ở nhũng môn đấu khác hiện_nay về cung_cách tổ_chức với đặc_điểm nổi_bật nhất là tính giải_trí cao bên cạnh sự tương_tác liên_tục trên mạng xã_hội cùng sự truyền_thông rộng_rãi trên nhiều nền_tảng.Trước đó ngay ở Thủ_đô trận khai màn mùa giải VBA 2022 giữa Hanoi_Buffaloes với Hochiminh_City_Wings ở Nhà thi_đấu quận Hoàng_Mai hay sau đó là trận đấu Thang_Long_Warriors Hochiminh_City_Wings ở Nhà thi_đấu quận Tây_Hồ cũng thu_hút cả nghìn khán_giả mỗi trận.Đó cũng là kỳ_vọng chính_đáng khi từ nhiều năm qua sự phát_triển của VBA được xem là hiện_tượng của thể_thao Việt_Nam đặc_biệt trong khâu tổ_chức giải.Ông Đào_Văn_Kiên phụ_trách bộ_môn Bóng_rổ Trung_tâm Huấn_luyện và Thi_đấu TDTT Hà_Nội Tổng_Thư_ký Liên_đoàn Bóng_rổ Hà_Nội nhận_định việc khán_giả phủ kín khán_đài các nhà_thi_đấu khi Hanoi_Buffaloes và Thang_Long_Warriors thi_đấu trong thời_gian qua là tín_hiệu đáng mừng cho bóng_rổ Hà_Nội.Rồi tại TP Hồ_Chí_Minh các trận đấu của VBA đã thực_sự tạo nên những ngày hội với người đam_mê bóng_rổ đặc_biệt là giới trẻ.Câu_chuyện ở Nhà thi_đấu Tây_Hồ vào tối 12-7 cũng đã thành quen ở VBA mùa này.Và thực_tế việc_làm mới cũng là yêu_cầu với chính nhà tổ_chức VBA dù hiện_tại khâu thu_hút khán_giả của VBA đang là điểm sáng của thể_thao Việt_Nam.Trong đó ở giải bóng_rổ ban tổ_chức cho vận_hành hệ_thống bán vé và kiểm_soát lượng khán_giả đến sân thông_qua ứng_dụng điện_tử nhiều hoạt_động giải_trí được đưa vào quãng nghỉ giữa các hiệp đấu trong hiệp đấu hoặc trước khi hai đội ra sân qua đó duy_trì thường_trực không_khí sôi_động để khán_giả không có thời_gian nghỉ Thực_tế điều đó tạo nên sức hút lớn với khán_giả nhất_là giới trẻ nên mới có chuyện đi xem VBA như một xu_hướng coi các sân đấu của VBA như một điểm hẹn của giới trẻ.Nếu có_thể mang về 1 trung_phong thi_đấu ổn_định hơn và làm điểm_tựa ở khu_vực bảng rổ Danang_Dragons sẽ có những bước chuyển mình tích_cực nhất_là khi họ thi_đấu không tệ trong các trận đấu trước Saigon_Heat và Ho Chi_Minh_City_Wings.VBA_Bubble_2021 có_thể nói là đỉnh_cao của Danang_Dragons dưới_quyền HLV Phan_Thanh_Cảnh khi họ thi_đấu vô_cùng ấn_tượng với dàn nhân_sự chất_lượng mang tên Akeem_Scott Chris_Carter Michael_Soy Triệu Hán Minh Tô Quang_Trung.Bản_thân các cầu_thủ thuộc Trung_tâm Huấn_luyện và Thi_đấu TDTT Hà_Nội khi tham_dự VBA 2022 trong màu áo Thang_Long_Warriors hay Hanoi_Buffaloes cũng có cơ_hội tiếp_tục trui_rèn khả_năng.Vươn lên dẫn trước 20 điểm sau 2 hiệp đấu phòng_ngự kiên_cường trước màn lội ngược dòng của Cantho_Catfish và sự tỏa sáng đúng lúc của dàn nội binh sau khi Edward_Horton bị truất quyền thi_đấu Danang_Dragons đã có chiến_thắng đầu_tay ở VBA 2022.Danang_Dragons và chiến_thắng đầu_tay ở VBA 2022
40,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Trong phiên cuối tuần giá cà_phê thế_giới tiếp_tục giảm do lo_ngại nông_dân Brazil bán mạnh hàng vụ mới khi Arabica bắt_đầu thu_hái.Giá cà_phê trên cả hai sàn kỳ_hạn đồng_loạt suy_yếu do thiếu_vắng nhà_đầu_tư trong một phiên giao_dịch buồn_tẻ với khối_lượng thấp.Đầu tháng 7_, giá cà_phê thế_giới tiếp_tục giảm xuống mức thấp nhất từ đầu năm nay do lo_ngại rủi_ro tăng cao khi Ngân_hàng Trung_ương các nước đồng_loạt nâng cao lãi_suất cơ_bản tiền_tệ để ngăn_chặn lạm_phát.Kết_thúc phiên giao_dịch gần nhất giá cà_phê Robusta tại London giao tháng 9/2022_giảm 11 USD tấn ở mức 1.987 USD tấn giao tháng 11/2022_giảm 10 USD tấn ở mức 1.984 USD tấn.Trong khi đó đà giảm_giá cà_phê arabica phần_nào được kiềm hãm bởi dữ_liệu tồn_kho cà_phê_chuẩn sàn ICE liên_tục lập đáy mới xuống còn 718.6 nghìn bao mức thấp nhất trong 23 năm qua.Bên_cạnh đó lạm_phát và giá cà_phê thành_phẩm tăng cao cũng làm giảm sức_mua toàn_cầu"
41,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Trong bài đăng mới nhất trên Twitter nhà phân_tích Ming-Chi_Kuo của TF_Securities cho biết các nhà phân_phối nhà bán_lẻ ở quốc_gia tỷ dân nói rằng người dùng tại đây rất mong_chờ iPhone 14 và iPhone 14 Pro.Theo chuyên_gia nguyên_nhân của thực_tế này đến từ lệnh_cấm_vận Huawei tại Mỹ khiến công_ty này lâm vào tình_trạng đứt_gãy nguồn cung_chip và chịu tổn_thất lớn trong mảng kinh_doanh smartphone cốt_lõi.Nói với Reuters hai nhà cung_cấp của Apple cũng cho biết bất_chấp_sự bão_hòa của thị_trường smartphone sức_mua iPhone 13 vẫn chưa có dấu_hiệu suy_giảm trong tháng 7_, dù thời_điểm này hàng năm là lúc doanh_số các dòng iPhone cũ chững lại do người dùng chờ_đợi các mẫu iPhone mới.Theo nguồn tin từ The_Wall_Street_Journal công_ty Apple sẽ cung_cấp một_số biến_thể điện_thoại iPhone 14 chỉ hỗ_trợ công_nghệ eSIM dành cho một_số thị_trường.Apple gần như áp_đảo toàn_bộ thị_trường smartphone cao_cấp ở Trung_Quốc kể từ khi Huawei rút_lui khỏi ngành hàng này.Ông cho rằng iPhone 14 ra_mắt vào mùa thu năm nay sẽ phải đối_diện với tình_trạng sức_mua ảm_đạm đến từ người dùng.Theo Reuters Táo khuyết đã tiết_lộ với các đối_tác của mình rằng hãng dự_đoán sức_mua sản_phẩm mới sẽ cao hơn so với mọi năm"
42,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Ngay khi nhận được thông_tin UBND phường Mường_Thanh đã huy_động người dân trong khu_vực tham_gia chữa_cháy thông_báo cho Phòng Cảnh_sát Phòng cháy chữa cháy và cứu nạn cứu_hộ Công_an tỉnh Điện_Biên để huy_động 3 xe chữa_cháy cùng hàng chục cán_bộ tham_gia dập lửa.Trao_đổi với Phóng_viên VOV ông Nguyễn_Văn_Quý Phó Chủ_tịch UBND phường Mường_Thanh TP. Điện_Biên_Phủ cho biết vụ cháy xảy ra vào khoảng 2 h sáng tại khu_vực gần giữa chợ Mường_Thanh.Ông Nguyễn_Văn_Quý Phó Chủ_tịch UBND phường Mường_Thanh thành_phố Điện_Biên_Phủ tỉnh Điện_Biên cho biết Vào hồi 2 giờ 10 phút ngày 6/6 tại khu_vực chợ Mường_Thanh thuộc_địa_bàn tổ_dân_phố 3 phường Mường_Thanh xảy ra 1 vụ cháy thiêu rụi toàn_bộ quầy hàng của 9 hộ kinh_doanh hàng mã tạp_hóa đồ nhựa.Nhận được thông_tin UBND phường Mường_Thanh đã kêu_gọi vận_động người dân trong khu_vực tham_gia chữa_cháy đồng_thời thông_báo cho Phòng Cảnh_sát Phòng cháy chữa cháy và Cứu nạn cứu_hộ Công_an tỉnh để huy_động lực_lượng cùng phương_tiện tham_gia chữa cháy
43,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Tổng_Giám_đốc HANEL Bùi_Thị_Hải_Yến cho biết ngay từ giai_đoạn 2011 2014 khi cuộc Cách_mạng công_nghiệp 4.0 bắt_đầu diễn ra mạnh_mẽ trên quy_mô toàn thế_giới HANEL đã nhận thấy tiềm_năng phát_triển của Việt_Nam trong xu_thế này với vai_trò là một trung_tâm kinh_tế thương_mại du_lịch của khu_vực.Tổng_Giám_đốc Hanel Bùi_Thị_Hải_Yến cho biết ngay từ giai_đoạn 2011 2014 khi cuộc Cách_mạng công_nghiệp 4.0 bắt_đầu diễn ra mạnh_mẽ trên quy_mô toàn thế_giới Hanel đã nhận thấy tiềm_năng phát_triển của Việt_Nam trong xu_thế này với vai_trò là một trung_tâm kinh_tế thương_mại du_lịch của khu_vực.Được biết trong giai_đoạn tới HANEL xác_định mục_tiêu hàng_đầu là củng_cố vị_thế doanh_nghiệp tiên_phong về công_nghệ số bên cạnh việc tiếp_tục phát_huy và bứt_phá ở những mảng kinh_doanh truyền_thống triển_khai các dự_án khoa_học công_nghệ xây_dựng các sản_phẩm công_nghệ_cao trong các lĩnh_vực mà Hanel có thế mạnh như giao_thông vận_tải logistic để mở_rộng thị_trường tạo bước phát_triển bứt_phá cho công_ty trong kỷ_nguyên của chuyển_đổi số và kinh_tế số.Việc lựa_chọn tập_trung vào các giải_pháp công_nghệ_thông_tin cho giao_thông vận_tải được HANEL quyết_định chọn để triển_khai.Hiện_tại HANEL đang vận_hành hệ_thống bảo_đảm sự thông_suốt và cập_nhật theo các yêu_cầu quản_lý mới hay sự phát_triển của thị_trường Tổng_Giám_đốc HANEL Bùi_Thị_Hải_Yến nhấn_mạnh
44,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Theo Daily_Mail tiến_sĩ Nina_Lu chuyên_gia về liệt cơ_mặt tại Đại_học Y_khoa Washington nói rằng giọng ca Peaches phải mất nhiều tháng để hồi_phục.Tiến_sĩ Josh_Rosenberg chuyên_gia phẫu_thuật thẩm_mỹ ở Mount_Sinai New_York Mỹ cho rằng trong vòng 3 đến 6 tháng bệnh_nhân sẽ cảm_nhận rõ_rệt sự thay_đổi về tình_trạng bệnh.Bà cho hay tình_trạng liệt cơ mặt hoàn_toàn có_thể điều_trị.Charles_Nduka bác_sĩ phẫu_thuật thẩm_mỹ tư_vấn tại Bệnh_viện Queen_Victoria East_Grinstead West Sussex Anh cũng thường_xuyên bị tái_phát sau một năm mắc hội_chứng Ramsay_Hunt.Theo Nduka triệu_chứng giúp phân_biệt căn_bệnh này với Bell_Palsy là tình_trạng đau trong hoặc xung_quanh tai da_đầu chân_tóc thay_đổi vị_giác nửa lưỡi giảm thính_lực ù_tai chóng_mặt hoa_mắt.Sau khi được đưa vào bệnh_viện bác_sĩ kết_luận cô bị thiếu_máu cục_bộ cơ_tim.Đôi_khi bệnh_nhân cũng có_thể bị phát_ban bên trong và xuất_hiện liệt mặt đầu_tiên.Bảy trong số 10 bệnh nhận đã vượt qua căn_bệnh nguy_hiểm này.Căn_bệnh mà Lack mắc phải cách đây 9 năm khiến bà không_thể chu môi.Người_bệnh có_thể trải qua phục_hồi chức_năng khuôn_mặt kết_hợp huấn_luyện lại thần_kinh cơ.Bệnh này khiến nam ca_sĩ bị liệt một phần cơ mặt và gặp khó_khăn trong việc ăn_uống sinh_hoạt
45,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Theo báo_cáo của Bộ Giao_thông Vận_tải về công_tác bảo_đảm trật_tự an_toàn giao_thông trong quý 1 và 2/2022 trong số hơn 2,5_triệu phương_tiện đường_bộ kiểm_định tại các trung_tâm đăng_kiểm thì có 223.008 phương_tiện không đạt tiêu_chuẩn an_toàn kỹ_thuật ở lần kiểm_định thứ nhất.Đáng chú_ý trong tổng_số xe đăng_kiểm thì có 223.008 phương_tiện không đạt tiêu_chuẩn an_toàn kỹ_thuật ở lần kiểm_định thứ nhất.Bên_cạnh đó thực_hiện chỉ_đạo của Bộ GTVT Cục đăng_kiểm Việt_Nam phối_hợp với lực_lượng cảnh_sát giao_thông thanh_tra giao_thông tăng_cường kiểm_tra rà_soát và xử_lý nghiêm các trường_hợp vi_phạm thay_đổi hình_dáng kết_cấu của xe"
46,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Liên_quan đến bị hại trong vụ_án Lừa_đảo chiếm_đoạt tài_sản xảy ra tại Tập_đoàn Tân Hoàng_Minh Thiếu_tướng Nguyễn_Văn_Thành Cục_phó C03 đánh_giá vụ_án Tân Hoàng_Minh là vụ_án lớn với trên 6.000 bị hại số tiền chiếm_đoạt lên tới 8.800 tỷ đồng.Mục_đích của C03 thu_hồi toàn_bộ tài_sản và mong_muốn sớm chi_trả cho các bị hại là nhà_đầu_tư theo quy_định của pháp_luật.Liên_quan đến vấn_đề trên ngày 4-7 Bộ Tài_chính cho biết ngày 5-4-2022 Cơ_quan Cảnh_sát điều_tra Bộ Công_an đã ra quyết_định khởi_tố vụ_án Lừa_đảo chiếm_đoạt tài_sản xảy ra tại Tân Hoàng_Minh và các tổ_chức đơn_vị có liên_quan đồng_thời ra các quyết_định khởi_tố bị_can lệnh bắt bị can để tạm giam lệnh khám_xét đối_với Đỗ Anh_Dũng và 6 bị can đồng_phạm về tội Lừa_đảo chiếm_đoạt tài_sản theo Điều 174 Bộ_luật_Hình_sự năm 2015 sửa_đổi bổ_sung năm 2017.Theo đó cơ_quan này cho biết đã nhận được phản_ánh về việc sau khi Ủy_ban Chứng_khoán hủy 9 lô trái_phiếu của tập_đoàn này hàng nghìn nhà_đầu_tư trái_phiếu hoang_mang lo_lắng không biết thời_gian cụ_thể nhận lại tiền dù nhiều cuộc họp đã diễn ra giữa nhà_đầu_tư và Tân Hoàng_Minh Ủy_ban Chứng_khoán Bộ_Tài_chính
47,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Như ANTĐ thông_tin khoảng 20 h ngày 11-7 khi em Đ.Q.H 16 tuổi ở thôn Đồng_Hội xã Hồng_Phong huyện Ninh_Giang tỉnh Hải_Dương đang dạy các em thiếu_nhi ở nhà_văn_hóa thôn bất_ngờ xuất_hiện một nhóm thanh_niên lạ_mặt xông vào đánh em H.Khi H gục xuống nhóm thanh_niên bỏ đi người dân đưa nam_sinh đi cấp_cứu nhưng H đã tử_vong.Tối 13/7 Cơ_quan CSĐT_– Công_an tỉnh Hải_Dương cho biết vừa ra_lệnh giữ người trong trường_hợp khẩn_cấp đối_với Phạm_Q.C Nguyễn_T.L và Phạm_V.T đều 17 tuổi và cùng trú xã Đông_Xuyên huyện Ninh_Giang để điều_tra vụ án nam_sinh lớp 10 bị đánh hội_đồng dẫn đến tử_vong xảy ra hai ngày trước
48,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Nhằm đảm_bảo trật_tự an_toàn giao_thông trên địa_bàn phòng CSGT đường_bộ đường_sắt Công_an TP Hồ_Chí_Minh triển_khai thực_hiện cao_điểm kiểm_tra xử_lý các hành_vi vi_phạm trật_tự an_toàn giao_thông từ ngày 20/6 đến hết ngày 20/9.Theo đó lực_lượng cảnh_sát giao_thông tăng_cường tuần_tra kiểm_soát tập_trung vào đối_tượng là người điều_khiển xe môtô ôtô vi_phạm nồng_độ cồn chất kích_thích chất ma_túy khi điều_khiển phương_tiện giao_thông.Theo Phòng Cảnh_sát giao_thông Công_an thành_phố Hà_Nội thực_hiện đợt ra_quân xử_lý các trường_hợp điều_khiển phương_tiện giao_thông vi_phạm nồng_độ cồn từ ngày 20-6 đến nay toàn thành_phố Hà_Nội có 553 trường_hợp người điều_khiển xe_máy và ô_tô bị lập biên_bản vi_phạm nồng_độ cồn.Chỉ_huy Phòng Cảnh_sát giao_thông Công_an thành_phố Hà_Nội khẳng_định từ nay đến hết năm 2022 các tổ chuyên_đề các đội cảnh_sát giao_thông địa_bàn sẽ tăng_cường tuần_tra kiểm_soát khép_kín các khung giờ xử_lý các trường_hợp vi_phạm không có vùng cấm nhằm mục_tiêu kiềm_chế kéo giảm số vụ tai_nạn giao_thông nhất_là các vụ tai_nạn có nguyên_nhân từ vi_phạm nồng_độ cồn ma_túy
49,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Về_phần mình chủ_tịch Barca là Joan_Laporta đã nói về bản hợp_đồng mới của gã khổng_lồ xứ Catalan như sau Cảm_ơn và xin chào_đón Lewandowski đến với Barca.Lewandowski đã chính_thức là người Barca sau khi hoàn_tất thương_vụ chuyển_nhượng trị_giá 42,5 triệu bảng từ Bayern_Munich.Tôi đã có thời_gian tuyệt_vời tại Munich Lewandowski nói với Sky_Sports_News tại Đức đồng_thời cho biết sẽ tới Bayern để chia_tay các đồng_đội cũ.Tôi vừa có vài buổi tập cùng với các đồng_đội mới và đã sẵn_sàng bước vào trận đấu tới của Barca gặp đại kình_địch Real_Madrid vào ngày 24/7 tới.Tôi rất vui khi được gia_nhập Barcelona.Lewandowski đã chính_thức chia_tay Bayern sau gần 1 thập_kỷ đầy_ắp vinh_quang bàn thắng và danh_hiệu.Hay khi Oliver_Kahn giải_nghệ năm 2008 Bayern có một sự thay_thế tuyệt_vời là Hans-Jorg_Butt trong 3 năm tiếp_theo rồi sự kế_thừa xuất_sắc là Manuel_Neuer"
50,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Chương_trình Đối_tác Thái_Bình_Dương năm 2022 Pacific_Partnership PP22 được sự đồng_ý của Chính_phủ Việt_Nam đã chính_thức bắt_đầu triển_khai tại tỉnh Phú_Yên vào ngày 20/6.Tham_dự PP22 ngoài các chuyên_gia trong các lĩnh_vực y_tế xây_dựng ứng_phó thiên_tai thảm_họa của hải_quân Mỹ còn có các chuyên_gia bác_sĩ đến từ các nước Australia Anh Nhật_Bản các quốc_gia và tổ_chức nước_ngoài như Philippines Indonesia Papua_New_Guinea và Fiji.Tại buổi lễ khai_mạc Phó Chủ_tịch Ủy_ban Nhân_dân tỉnh Phú_Yên Đào Mỹ_cảm_ơn đoàn PP22 đã xây_dựng chương_trình hoạt_động hiệu_quả phù_hợp trên cả 4 nhánh hoạt_động chính là Xây_dựng y_tế phòng_chống thiên_tai thảm_họa và giao_lưu cộng_đồng và vì đã lựa_chọn Phú_Yên là điểm dừng chân đầu_tiên trong kế_hoạch hoạt_động năm nay.Ngoài các chương_trình chăm_sóc sức_khỏe PP22 còn xây_dựng một_số phòng_học đào_tạo kỹ_năng ứng_phó thiên_tai và giao_lưu văn_nghệ thể_dục thể_thao
51,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Ngày 29-6 Công_an huyện Yên_Lạc tỉnh Vĩnh_Phúc cho biết đã xác_định được lái_xe gây tai_nạn chết người xảy ra vào tối 26-6 tại đoạn đường vành_đai 3 thuộc thôn Đông_Mẫu xã Yên_Đồng.Trước đó khoảng 19 h35 ngày 26-6 tại đoạn đường vành_đai 3 thuộc thôn Đông_Mẫu xã Yên_Đồng xảy ra vụ tai_nạn giao_thông nghiêm_trọng giữa xe_máy do anh Nguyễn_Văn_Đồng SN 1999 trú tại xã Vĩnh_Thịnh huyện vĩnh_Tường điều_khiển với ô_tô chưa rõ BKS
